experiment_id,image,click,movement
4550,/souvenirs_no/3_colour.jpeg,"(93,126)","[(212,167), (199,167), (191,164), (182,162), (176,160), (170,156), (163,153), (156,152), (150,150), (139,148), (130,144), (122,142), (115,141), (111,139), (106,138), (104,137), (103,136), (102,135), (100,132), (98,131), (96,130), (94,129), (94,128), (93,128), (93,126)]"
4551,/vr_no/2_colour.jpeg,"(220,133)","[(220,133)]"
4552,/souvenirs_no/1_colour.jpeg,"(167,119)","[(167,119)]"
4553,/lp_book_oc/1_colour.jpeg,"(187,108)","[(187,108)]"
4554,/footwear_oc/2_colour.jpeg,"(149,86)","[(149,86)]"
4555,/souvenirs_oc/2_colour.jpeg,"(158,111)","[(158,111)]"
4556,/food_oc/1_colour.jpeg,"(125,129)","[(125,129)]"
4557,/wash_oc/2_colour.jpeg,"(187,124)","[(187,124)]"
4558,/vr_oc/3_colour.jpeg,"(166,123)","[(166,123)]"
4559,/reading_no/2_colour.jpeg,"(225,144)","[(225,144)]"
4560,/souvenirs_oc/3_colour.jpeg,"(146,107)","[(146,107)]"
4561,/mugs_oc/2_colour.jpeg,"(149,130)","[(149,130)]"
4562,/vr_no/1_colour.jpeg,"(166,121)","[(166,121)]"
4563,/tech_no/1_colour.jpeg,"(184,130)","[(184,130)]"
4564,/food_oc/3_colour.jpeg,"(196,129)","[(196,129)]"
4565,/shooters_no/2_colour.jpeg,"(176,118)","[(176,118)]"
4566,/lp_book_no/2_colour.jpeg,"(186,108)","[(186,108)]"
4567,/academic_book_oc/2_colour.jpeg,"(169,109)","[(169,109)]"
4568,/head_gear_no/2_colour.jpeg,"(157,120)","[(157,120)]"
4569,/tech_oc/1_colour.jpeg,"(182,127)","[(182,127)]"
4570,/wash_no/3_colour.jpeg,"(163,129)","[(163,129)]"
4571,/head_gear_no/1_colour.jpeg,"(152,117)","[(152,117)]"
4572,/tech_no/4_colour.jpeg,"(186,131)","[(186,131)]"
4573,/tech_no/2_colour.jpeg,"(263,128)","[(263,128)]"
4574,/food_no/3_colour.jpeg,"(165,122)","[(165,122)]"
4575,/lp_book_no/1_colour.jpeg,"(183,104)","[(183,104)]"
4576,/food_oc/2_colour.jpeg,"(167,119)","[(167,119)]"
4577,/lp_book_no/3_colour.jpeg,"(178,102)","[(178,102)]"
4578,/wash_oc/2_colour.jpeg,"(188,116)","[(188,116)]"
4579,/mugs_oc/1_colour.jpeg,"(177,120)","[(177,120)]"
4580,/food_no/2_colour.jpeg,"(170,125)","[(170,125)]"
4581,/footwear_no/2_colour.jpeg,"(209,131)","[(209,131)]"
4582,/shooters_no/1_colour.jpeg,"(153,134)","[(153,134)]"
4583,/mugs_oc2/2_colour.jpeg,"(168,118)","[(168,118)]"
4584,/vr_no/1_colour.jpeg,"(169,118)","[(169,118)]"
4585,/head_gear_oc/1_colour.jpeg,"(171,120)","[(171,120)]"
4586,/wash_oc/1_colour.jpeg,"(173,135)","[(173,135)]"
4587,/statues_no/3_colour.jpeg,"(156,122)","[(156,122)]"
4588,/statues_no/1_colour.jpeg,"(158,118)","[(158,118)]"
4589,/food_oc/3_colour.jpeg,"(203,108)","[(203,108)]"
4590,/tech_oc/2_colour.jpeg,"(193,119)","[(193,119)]"
4591,/statues_oc/1_colour.jpeg,"(170,98)","[(170,98)]"
4592,/shooters_no/3_colour.jpeg,"(212,110)","[(212,110)]"
4593,/statues_no/5_colour.jpeg,"(218,92)","[(218,92)]"
4594,/footwear_oc/2_colour.jpeg,"(212,119)","[(212,119)]"
4595,/academic_book_oc/1_colour.jpeg,"(225,127)","[(225,127)]"
4596,/statues_no/4_colour.jpeg,"(148,116)","[(148,116)]"
4597,/tech_no/3_colour.jpeg,"(188,114)","[(188,114)]"
4598,/footwear_no/3_colour.jpeg,"(161,98)","[(161,98)]"
4599,/souvenirs_no/4_colour.jpeg,"(179,108)","[(179,108)]"
4600,/tech_no/1_colour.jpeg,"(197,131)","[(197,131)]"
4601,/mugs_oc/3_colour.jpeg,"(201,141)","[(201,141)]"
4602,/reading_no/2_colour.jpeg,"(243,109)","[(243,109)]"
4603,/mugs_oc2/3_colour.jpeg,"(223,103)","[(223,103)]"
4604,/wash_no/2_colour.jpeg,"(212,114)","[(212,114)]"
4605,/footwear_oc/1_colour.jpeg,"(182,115)","[(182,115)]"
4606,/lp_book_oc/2_colour.jpeg,"(215,126)","[(215,126)]"
4607,/lp_book_oc/3_colour.jpeg,"(194,121)","[(194,121)]"
4608,/vr_no/2_colour.jpeg,"(252,125)","[(252,125)]"
4609,/vr_oc/2_colour.jpeg,"(223,139)","[(223,139)]"
4610,/souvenirs_oc/1_colour.jpeg,"(161,122)","[(161,122)]"
4611,/food_oc/1_colour.jpeg,"(157,113)","[(157,113)]"
4612,/lp_book_no/2_colour.jpeg,"(172,97)","[(172,97)]"
4613,/mugs_no/3_colour.jpeg,"(175,137)","[(175,137)]"
4614,/wash_oc/3_colour.jpeg,"(175,119)","[(175,119)]"
4615,/shooters_oc/1_colour.jpeg,"(160,133)","[(160,133)]"
4616,/lp_book_oc/1_colour.jpeg,"(169,105)","[(169,105)]"
4617,/reading_no/1_colour.jpeg,"(172,140)","[(172,140)]"
4618,/mugs_no/4_colour.jpeg,"(169,129)","[(169,129)]"
4619,/statues_oc/2_colour.jpeg,"(125,119)","[(125,119)]"
4620,/souvenirs_no/1_colour.jpeg,"(183,112)","[(183,112)]"
4621,/vr_oc/3_colour.jpeg,"(162,119)","[(162,119)]"
4622,/food_no/1_colour.jpeg,"(135,143)","[(135,143)]"
4623,/head_gear_oc/2_colour.jpeg,"(93,128)","[(93,128)]"
4624,/souvenirs_oc/2_colour.jpeg,"(164,113)","[(164,113)]"
4625,/mugs_no/2_colour.jpeg,"(165,126)","[(165,126)]"
4626,/food_no/4_colour.jpeg,"(131,134)","[(131,134)]"
4627,/souvenirs_no/3_colour.jpeg,"(53,115)","[(53,115)]"
4628,/academic_book_no/2_colour.jpeg,"(233,140)","[(233,140)]"
4629,/shooters_oc/2_colour.jpeg,"(155,132)","[(155,132)]"
4630,/statues_no/2_colour.jpeg,"(157,115)","[(157,115)]"
4631,/mugs_no/5_colour.jpeg,"(165,119)","[(165,119)]"
4632,/reading_oc/2_colour.jpeg,"(191,121)","[(191,121)]"
4633,/souvenirs_oc/3_colour.jpeg,"(100,97)","[(100,97)]"
4634,/academic_book_no/1_colour.jpeg,"(184,89)","[(184,89)]"
4635,/mugs_oc/2_colour.jpeg,"(138,108)","[(138,108)]"
4636,/vr_no/3_colour.jpeg,"(251,132)","[(251,132)]"
4637,/mugs_no/1_colour.jpeg,"(134,114)","[(134,114)]"
4638,/footwear_no/1_colour.jpeg,"(171,103)","[(171,103)]"
4639,/tech_oc/1_colour.jpeg,"(93,110)","[(93,110)]"
4640,/head_gear_no/4_colour.jpeg,"(147,122)","[(147,122)]"
4641,/academic_book_no/3_colour.jpeg,"(170,83)","[(170,83)]"
4642,/wash_no/1_colour.jpeg,"(167,127)","[(167,127)]"
4643,/souvenirs_no/2_colour.jpeg,"(176,113)","[(176,113)]"
4644,/reading_oc/1_colour.jpeg,"(170,133)","[(170,133)]"
4645,/shooters_oc/3_colour.jpeg,"(177,141)","[(177,141)]"
4646,/head_gear_no/2_colour.jpeg,"(165,131)","[(165,131)]"
4647,/academic_book_oc/3_colour.jpeg,"(229,110)","[(229,110)]"
4648,/shooters_oc/3_colour.jpeg,"(159,147)","[(159,147)]"
4649,/academic_book_no/3_colour.jpeg,"(101,105)","[(101,105)]"
4650,/head_gear_oc/3_colour.jpeg,"(96,134)","[(96,134)]"
4651,/academic_book_oc/2_colour.jpeg,"(133,112)","[(133,112)]"
4652,/head_gear_no/3_colour.jpeg,"(48,120)","[(48,120)]"
4653,/shooters_no/2_colour.jpeg,"(166,136)","[(166,136)]"
4654,/tech_oc/3_colour.jpeg,"(192,121)","[(192,121)]"
4655,/head_gear_oc/3_colour.jpeg,"(230,139)","[(230,139)]"
4656,/head_gear_no/3_colour.jpeg,"(165,117)","[(165,117)]"
4657,/statues_oc/3_colour.jpeg,"(116,120)","[(116,120)]"
4658,/mugs_oc2/1_colour.jpeg,"(154,111)","[(154,111)]"
4659,/footwear_oc/3_colour.jpeg,"(185,122)","[(185,122)]"
4660,/vr_oc/1_colour.jpeg,"(183,136)","[(183,136)]"
4661,/statues_oc/3_colour.jpeg,"(116,101)","[(116,101)]"
4662,/mugs_oc/3_colour.jpeg,"(192,144)","[(192,144)]"
4663,/vr_no/2_colour.jpeg,"(180,136)","[(180,136)]"
4664,/wash_no/3_colour.jpeg,"(131,132)","[(131,132)]"
4665,/souvenirs_oc/1_colour.jpeg,"(166,117)","[(166,117)]"
4666,/footwear_oc/1_colour.jpeg,"(150,134)","[(150,134)]"
4667,/statues_oc/1_colour.jpeg,"(166,112)","[(166,112)]"
4668,/tech_no/3_colour.jpeg,"(152,93)","[(152,93)]"
4669,/vr_oc/1_colour.jpeg,"(169,135)","[(169,135)]"
4670,/head_gear_no/2_colour.jpeg,"(172,108)","[(172,108)]"
4671,/food_no/1_colour.jpeg,"(154,140)","[(154,140)]"
4672,/lp_book_no/2_colour.jpeg,"(171,115)","[(171,115)]"
4673,/academic_book_no/1_colour.jpeg,"(168,103)","[(168,103)]"
4674,/wash_no/1_colour.jpeg,"(152,85)","[(152,85)]"
4675,/shooters_oc/2_colour.jpeg,"(155,99)","[(155,99)]"
4676,/reading_oc/2_colour.jpeg,"(148,90)","[(148,90)]"
4677,/academic_book_no/2_colour.jpeg,"(168,85)","[(168,85)]"
4678,/wash_oc/3_colour.jpeg,"(168,125)","[(168,125)]"
4679,/food_oc/3_colour.jpeg,"(218,126)","[(218,126)]"
4680,/mugs_no/5_colour.jpeg,"(177,112)","[(177,112)]"
4681,/mugs_no/3_colour.jpeg,"(174,123)","[(174,123)]"
4682,/mugs_oc2/3_colour.jpeg,"(193,119)","[(193,119)]"
4683,/footwear_no/2_colour.jpeg,"(169,123)","[(169,123)]"
4684,/mugs_oc2/2_colour.jpeg,"(197,116)","[(197,116)]"
4685,/lp_book_oc/2_colour.jpeg,"(167,97)","[(167,97)]"
4686,/shooters_no/1_colour.jpeg,"(147,131)","[(147,131)]"
4687,/vr_no/3_colour.jpeg,"(172,113)","[(172,113)]"
4688,/food_no/3_colour.jpeg,"(245,114)","[(245,114)]"
4689,/reading_no/2_colour.jpeg,"(242,112)","[(242,112)]"
4690,/food_no/2_colour.jpeg,"(243,121)","[(243,121)]"
4691,/wash_oc/2_colour.jpeg,"(177,115)","[(177,115)]"
4692,/food_oc/2_colour.jpeg,"(149,122)","[(149,122)]"
4693,/tech_no/1_colour.jpeg,"(175,139)","[(175,139)]"
4694,/mugs_no/2_colour.jpeg,"(170,128)","[(170,128)]"
4695,/reading_no/1_colour.jpeg,"(180,131)","[(180,131)]"
4696,/wash_oc/1_colour.jpeg,"(165,132)","[(165,132)]"
4697,/shooters_no/2_colour.jpeg,"(151,154)","[(151,154)]"
4698,/academic_book_oc/1_colour.jpeg,"(182,119)","[(182,119)]"
4699,/vr_oc/2_colour.jpeg,"(233,146)","[(233,146)]"
4700,/tech_oc/2_colour.jpeg,"(25,113)","[(25,113)]"
4701,/head_gear_no/1_colour.jpeg,"(234,54)","[(234,54)]"
4702,/wash_no/2_colour.jpeg,"(214,120)","[(214,120)]"
4703,/mugs_no/4_colour.jpeg,"(163,133)","[(163,133)]"
4704,/statues_no/5_colour.jpeg,"(97,133)","[(97,133)]"
4705,/tech_oc/3_colour.jpeg,"(198,129)","[(198,129)]"
4706,/souvenirs_no/4_colour.jpeg,"(167,118)","[(167,118)]"
4707,/statues_oc/2_colour.jpeg,"(113,138)","[(113,138)]"
4708,/footwear_oc/3_colour.jpeg,"(188,112)","[(188,112)]"
4709,/souvenirs_no/2_colour.jpeg,"(185,111)","[(185,111)]"
4710,/academic_book_oc/3_colour.jpeg,"(214,127)","[(214,127)]"
4711,/statues_no/1_colour.jpeg,"(160,113)","[(160,113)]"
4712,/shooters_no/3_colour.jpeg,"(157,138)","[(157,138)]"
4713,/shooters_oc/1_colour.jpeg,"(180,135)","[(180,135)]"
4714,/lp_book_oc/3_colour.jpeg,"(248,121)","[(248,121)]"
4715,/statues_no/2_colour.jpeg,"(244,128)","[(244,128)]"
4716,/tech_oc/1_colour.jpeg,"(195,149)","[(195,149)]"
4717,/head_gear_oc/2_colour.jpeg,"(170,127)","[(170,127)]"
4718,/footwear_oc/2_colour.jpeg,"(182,119)","[(182,119)]"
4719,/food_no/4_colour.jpeg,"(54,129)","[(54,129)]"
4720,/mugs_no/1_colour.jpeg,"(167,128)","[(167,128)]"
4721,/head_gear_oc/1_colour.jpeg,"(176,123)","[(176,123)]"
4722,/footwear_no/1_colour.jpeg,"(174,124)","[(174,124)]"
4723,/lp_book_oc/1_colour.jpeg,"(174,120)","[(174,120)]"
4724,/mugs_oc/2_colour.jpeg,"(159,135)","[(159,135)]"
4725,/statues_no/3_colour.jpeg,"(163,111)","[(163,111)]"
4726,/souvenirs_no/3_colour.jpeg,"(172,123)","[(172,123)]"
4727,/mugs_oc/1_colour.jpeg,"(189,141)","[(189,141)]"
4728,/academic_book_oc/2_colour.jpeg,"(205,143)","[(205,143)]"
4729,/lp_book_no/3_colour.jpeg,"(286,18)","[(286,18)]"
4730,/head_gear_no/4_colour.jpeg,"(256,130)","[(256,130)]"
4731,/footwear_no/3_colour.jpeg,"(59,161)","[(59,161)]"
4732,/souvenirs_oc/2_colour.jpeg,"(238,161)","[(238,161)]"
4733,/vr_oc/3_colour.jpeg,"(115,138)","[(115,138)]"
4734,/souvenirs_oc/3_colour.jpeg,"(76,93)","[(76,93)]"
4735,/statues_no/4_colour.jpeg,"(193,80)","[(193,80)]"
4736,/souvenirs_no/1_colour.jpeg,"(199,140)","[(199,140)]"
4737,/reading_oc/1_colour.jpeg,"(151,114)","[(151,114)]"
4738,/mugs_oc2/1_colour.jpeg,"(201,136)","[(201,136)]"
4739,/lp_book_no/1_colour.jpeg,"(81,122)","[(81,122)]"
4740,/food_oc/1_colour.jpeg,"(133,121)","[(133,121)]"
4741,/vr_no/1_colour.jpeg,"(121,131)","[(121,131)]"
4742,/tech_no/2_colour.jpeg,"(268,133)","[(268,133)]"
4743,/tech_no/4_colour.jpeg,"(102,145)","[(102,145)]"
4744,/academic_book_oc/2_colour.jpeg,"(131,95)","[(131,95)]"
4745,/wash_no/3_colour.jpeg,"(164,124)","[(164,124)]"
4746,/head_gear_no/3_colour.jpeg,"(281,141)","[(281,141)]"
4747,/footwear_no/3_colour.jpeg,"(79,125)","[(79,125)]"
4748,/lp_book_no/2_colour.jpeg,"(94,121)","[(94,121)]"
4749,/academic_book_oc/2_colour.jpeg,"(195,118)","[(195,118)]"
4750,/shooters_oc/1_colour.jpeg,"(134,144)","[(134,144)]"
4751,/souvenirs_oc/1_colour.jpeg,"(118,130)","[(118,130)]"
4752,/shooters_oc/2_colour.jpeg,"(155,139)","[(155,139)]"
4753,/vr_oc/3_colour.jpeg,"(152,139)","[(152,139)]"
4754,/academic_book_oc/1_colour.jpeg,"(110,116)","[(110,116)]"
4755,/head_gear_no/2_colour.jpeg,"(53,125)","[(53,125)]"
4756,/lp_book_oc/1_colour.jpeg,"(98,125)","[(98,125)]"
4757,/statues_oc/1_colour.jpeg,"(162,117)","[(162,117)]"
4758,/tech_oc/1_colour.jpeg,"(241,149)","[(241,149)]"
4759,/tech_no/1_colour.jpeg,"(249,148)","[(249,148)]"
4760,/wash_oc/3_colour.jpeg,"(135,155)","[(135,155)]"
4761,/wash_oc/2_colour.jpeg,"(127,141)","[(127,141)]"
4762,/souvenirs_no/3_colour.jpeg,"(82,120)","[(82,120)]"
4763,/wash_no/1_colour.jpeg,"(118,135)","[(118,135)]"
4764,/footwear_oc/1_colour.jpeg,"(92,130)","[(92,130)]"
4765,/statues_oc/3_colour.jpeg,"(169,100)","[(169,100)]"
4766,/mugs_no/2_colour.jpeg,"(98,128)","[(98,128)]"
4767,/tech_no/2_colour.jpeg,"(79,130)","[(79,130)]"
4768,/lp_book_no/1_colour.jpeg,"(210,126)","[(210,126)]"
4769,/statues_no/4_colour.jpeg,"(189,108)","[(189,108)]"
4770,/shooters_oc/3_colour.jpeg,"(152,149)","[(152,149)]"
4771,/footwear_oc/2_colour.jpeg,"(185,130)","[(185,130)]"
4772,/mugs_no/5_colour.jpeg,"(165,88)","[(165,88)]"
4773,/statues_no/2_colour.jpeg,"(208,117)","[(208,117)]"
4774,/mugs_oc2/1_colour.jpeg,"(162,89)","[(162,89)]"
4775,/vr_oc/3_colour.jpeg,"(156,137)","[(156,137)]"
4776,/food_no/4_colour.jpeg,"(51,114)","[(51,114)]"
4777,/academic_book_no/2_colour.jpeg,"(217,112)","[(217,112)]"
4778,/lp_book_oc/3_colour.jpeg,"(213,108)","[(213,108)]"
4779,/reading_oc/1_colour.jpeg,"(186,125)","[(186,125)]"
4780,/footwear_no/3_colour.jpeg,"(92,130)","[(92,130)]"
4781,/tech_no/2_colour.jpeg,"(253,145)","[(253,145)]"
4782,/vr_no/3_colour.jpeg,"(88,128)","[(88,128)]"
4783,/food_oc/1_colour.jpeg,"(141,108)","[(141,108)]"
4784,/statues_no/5_colour.jpeg,"(142,123)","[(142,123)]"
4785,/vr_oc/1_colour.jpeg,"(161,119)","[(161,119)]"
4786,/lp_book_oc/2_colour.jpeg,"(94,117)","[(94,117)]"
4787,/footwear_no/2_colour.jpeg,"(149,119)","[(149,119)]"
4788,/reading_no/1_colour.jpeg,"(203,129)","[(203,129)]"
4789,/head_gear_no/4_colour.jpeg,"(179,119)","[(179,119)]"
4790,/vr_oc/3_colour.jpeg,"(150,119)","[(150,119)]"
4791,/shooters_no/1_colour.jpeg,"(157,120)","[(157,120)]"
4792,/mugs_no/4_colour.jpeg,"(154,127)","[(154,127)]"
4793,/food_oc/1_colour.jpeg,"(167,118)","[(167,118)]"
4794,/mugs_oc2/2_colour.jpeg,"(153,125)","[(153,125)]"
4795,/souvenirs_no/4_colour.jpeg,"(174,121)","[(174,121)]"
4796,/head_gear_oc/3_colour.jpeg,"(169,134)","[(169,134)]"
4797,/wash_oc/1_colour.jpeg,"(169,134)","[(169,134)]"
4798,/food_no/3_colour.jpeg,"(251,141)","[(251,141)]"
4799,/mugs_oc/3_colour.jpeg,"(194,142)","[(194,142)]"
4800,/lp_book_no/1_colour.jpeg,"(130,132)","[(130,132)]"
4801,/souvenirs_oc/2_colour.jpeg,"(165,114)","[(165,114)]"
4802,/vr_no/1_colour.jpeg,"(176,117)","[(176,117)]"
4803,/souvenirs_oc/3_colour.jpeg,"(134,119)","[(134,119)]"
4804,/tech_no/4_colour.jpeg,"(95,123)","[(95,123)]"
4805,/statues_no/3_colour.jpeg,"(150,105)","[(150,105)]"
4806,/souvenirs_no/1_colour.jpeg,"(156,96)","[(156,96)]"
4807,/academic_book_oc/3_colour.jpeg,"(217,119)","[(217,119)]"
4808,/academic_book_no/3_colour.jpeg,"(239,144)","[(239,144)]"
4809,/footwear_no/3_colour.jpeg,"(251,121)","[(251,121)]"
4810,/tech_oc/3_colour.jpeg,"(104,40)","[(104,40)]"
4811,/academic_book_oc/2_colour.jpeg,"(114,88)","[(114,88)]"
4812,/vr_oc/2_colour.jpeg,"(225,134)","[(225,134)]"
4813,/footwear_no/1_colour.jpeg,"(169,116)","[(169,116)]"
4814,/shooters_no/2_colour.jpeg,"(153,136)","[(153,136)]"
4815,/food_no/2_colour.jpeg,"(253,106)","[(253,106)]"
4816,/head_gear_no/1_colour.jpeg,"(143,34)","[(143,34)]"
4817,/mugs_oc/1_colour.jpeg,"(111,25)","[(111,25)]"
4818,/food_oc/3_colour.jpeg,"(206,102)","[(206,102)]"
4819,/mugs_no/3_colour.jpeg,"(157,127)","[(157,127)]"
4820,/reading_oc/1_colour.jpeg,"(165,123)","[(165,123)]"
4821,/mugs_oc2/1_colour.jpeg,"(116,33)","[(116,33)]"
4822,/tech_no/3_colour.jpeg,"(176,131)","[(176,131)]"
4823,/statues_oc/2_colour.jpeg,"(171,109)","[(171,109)]"
4824,/tech_oc/2_colour.jpeg,"(123,37)","[(123,37)]"
4825,/food_oc/2_colour.jpeg,"(151,118)","[(151,118)]"
4826,/food_no/1_colour.jpeg,"(160,108)","[(160,108)]"
4827,/souvenirs_no/2_colour.jpeg,"(246,140)","[(246,140)]"
4828,/reading_no/2_colour.jpeg,"(241,96)","[(241,96)]"
4829,/reading_oc/2_colour.jpeg,"(150,112)","[(150,112)]"
4830,/academic_book_no/1_colour.jpeg,"(151,47)","[(151,47)]"
4831,/head_gear_oc/2_colour.jpeg,"(170,97)","[(170,97)]"
4832,/mugs_no/1_colour.jpeg,"(164,124)","[(164,124)]"
